0.0254368	0.051747	0.051747	0	0	0.117127	0.10962	0.0603011	0.00766827	0.00210305	0.138957	0.0633109	0.000137356	0	0.138347	0.182261	0	0.168017	0	0.0245632	
0.0254368	0.051747	0.051747	0	0	0.117127	0.10962	0.0603011	0.00766827	0.00210305	0.138957	0.0633109	0.000137356	0	0.138347	0.182261	0	0.168017	0	0.0245632	
0.0254368	0.051747	0.051747	0	0	0.117127	0.10962	0.0603011	0.00766827	0.00210305	0.138957	0.0633109	0.000137356	0	0.138347	0.182261	0	0.168017	0	0.0245632	
0.0254368	0.051747	0.051747	0	0	0.117127	0.10962	0.0603011	0.00766827	0.00210305	0.138957	0.0633109	0.000137356	0	0.138347	0.182261	0	0.168017	0	0.0245632	
0.0254368	0.051747	0.051747	0	0	0.117127	0.10962	0.0603011	0.00766827	0.00210305	0.138957	0.0633109	0.000137356	0	0.138347	0.182261	0	0.168017	0	0.0245632	
0.0254368	0.051747	0.051747	0	0	0.117127	0.10962	0.0603011	0.00766827	0.00210305	0.138957	0.0633109	0.000137356	0	0.138347	0.182261	0	0.168017	0	0.0245632	
0.0254368	0.051747	0.051747	0	0	0.117127	0.10962	0.0603011	0.00766827	0.00210305	0.138957	0.0633109	0.000137356	0	0.138347	0.182261	0	0.168017	0	0.0245632	
0.0254368	0.051747	0.051747	0	0	0.117127	0.10962	0.0603011	0.00766827	0.00210305	0.138957	0.0633109	0.000137356	0	0.138347	0.182261	0	0.168017	0	0.0245632	
0.0254368	0.051747	0.051747	0	0	0.117127	0.10962	0.0603011	0.00766827	0.00210305	0.138957	0.0633109	0.000137356	0	0.138347	0.182261	0	0.168017	0	0.0245632	
0.0254368	0.051747	0.051747	0	0	0.117127	0.10962	0.0603011	0.00766827	0.00210305	0.138957	0.0633109	0.000137356	0	0.138347	0.182261	0	0.168017	0	0.0245632	
0.0254368	0.051747	0.051747	0	0	0.117127	0.10962	0.0603011	0.00766827	0.00210305	0.138957	0.0633109	0.000137356	0	0.138347	0.182261	0	0.168017	0	0.0245632	
0.0254368	0.051747	0.051747	0	0	0.117127	0.10962	0.0603011	0.00766827	0.00210305	0.138957	0.0633109	0.000137356	0	0.138347	0.182261	0	0.168017	0	0.0245632	
0.0254368	0.051747	0.051747	0	0	0.117127	0.10962	0.0603011	0.00766827	0.00210305	0.138957	0.0633109	0.000137356	0	0.138347	0.182261	0	0.168017	0	0.0245632	
0.0254368	0.051747	0.051747	0	0	0.117127	0.10962	0.0603011	0.00766827	0.00210305	0.138957	0.0633109	0.000137356	0	0.138347	0.182261	0	0.168017	0	0.0245632	
0.0254368	0.051747	0.051747	0	0	0.117127	0.10962	0.0603011	0.00766827	0.00210305	0.138957	0.0633109	0.000137356	0	0.138347	0.182261	0	0.168017	0	0.0245632	
0.0254368	0.051747	0.051747	0	0	0.117127	0.10962	0.0603011	0.00766827	0.00210305	0.138957	0.0633109	0.000137356	0	0.138347	0.182261	0	0.168017	0	0.0245632	
